image_id,text
573843,A crane operates over the city being built
342933,A pizza sitting on top of a pizza pan.
316138,a bunch of motorcycles are parked together outside
326627,A building that has a rainbow above it.
121817,A woman and a man sitting to each other  blue couch.
390902,A man standing on a tennis court holding a racquet.
6906,A man presenting something to another man in a tent.
200109,A slice of pizza partially obscuring a cell phone.
563015,A man with a large stack of suitcases in a room.
452816,A group of men riding skis down a snow covered slope.
106641,a large green toy truck on a sidewalk in front of benches.
476597,Two men are talking to each other near a fish tank. 
387216,A train is sitting beside a railroad track.
304083,a baseball player swinging a bat at a ball
314865,A refrigerator that is in an otherwise empty room.
524575,Three giraffe and a wildebeest in a field.
23807,Two people sitting on a dock eating sandwiches
9171,A man riding down a snow covered slope in the snow.
349486,An elephant scraping up a large tree with its tusks.
256899,A plate of broccoli and meat on a table 
480379,A man standing on top of a  oat in a river.
182176,Double decker city bus passing under an overpass. 
246843,Adults and a child stand together near a mud pit.
539498,A red double decker bus driving past a tall building.
423141,a close up of a bottle and glass of wine
440036,A large flock of birds flying over the ocean.
262148,The skateboarder is putting on a show using the picnic table as his stage.
314147,A man in a suit sits at a table. 
354976,Laptop lifted up on a desk next to another monitor.
518974,A black and white cat with a ball next to it
517819,Solemn military men look on as the plaque is presented.
7325,A red fancy bus is parked by a standing man.
330065,A young boy holding his hand out to a giraffe sticking it's tongue out.
83408,A man in a wet suit riding a wave on a surfboard.
180953,A large purple and red passenger jet flying through a blue sky..
551881,A kitchen that has wooden floors and a chrome refrigerator.
410101,a man that is playing a wii game
221536,A large room with marble floors and white ceramic toilets
569251,A kitchen that has various paintings on the walls and a large fish aquarium against the wall.
188308,The skateboarder has on arm and knee pads with his helmet. 
379529,An old toilet outside against an old painted wall.
525869,A herd of sheep are seen on a farm
118715,A gray fire hydrant sitting next to a brick wall.
88899,Black and white photo of a boy with a dog.
570242,A close up of a house phone showing only the numbers in focus.
298396,Kitchen area with counter top space and dining room table. 
370260,A colorful bus driving down a street in front of a bus.
196754,There is a stop sign outside of a bus window.
533532,there are many bags and luggages on the floor
467285,a baseball player getting ready to bat at a game
404642,there are two hot dogs on a paper plate with toppings
75719,This bird is looking at a toy photographer.
458632,A man playign sports in the middle of a stadium
185807,A baby girl in a high chair eating a bowl of cereal.
404349,A tray with a brown cat sleeping on top of a teddy bear inside
115791,Baseball player standing on diamond with bat raised.
12101,A toilet bowl with a sign on the top
222662,a lady standing next to a person with a umbrella
392878,A group of people sitting at a table having food.
440769,several guys playing soccer one is headbutting the ball 
361285,A clock tower with a a black bird flying by it.
471868,A man is riding a motorcycle down a wet sidewalk. 
481895,Two surfers riding waves close to the beach.
13061,Many controllers set on top of a table. 
572296,a person in a living room playing nintendo wii near a window 
475159,A man walking in the ocean carrying a surfboard
33006,People playing video games while someone watches in a library
515050,A giraffe walking in a field with gazelle's looking on. 
88225,A double decker sight seeing bus is driving on the road. 
405279,Kites are flying in the sky over the water at a park.
217016,Yellow vehicle with surfboard tied to roof rack.
462954,a building a sign some cars and traffic and street lights
545475,A cat thats lieing in a pile of shoes by the door. 
378163,The grinch riding a motorcycle with a small dog with antlers.
428403,A view of a person walking towards a house boat.
300413,The dog is laying by himself on the couch. 
445371,A brown dog tied up to a brown wooden bench next to a street.
438807,A person on a surfboard in the water.
564120,The neck and head of two large giraffes by a tree.
300773,An Asian man ad woman on their cell phones.
309005,A living room filled with furniture and a white table.
161877,A parent standing up and playing Wii in their living room
74759,A group of people sitting on the backs of elephants.
500559,Two wooden benches with a tree in background.
253770,Two young men holding Nintendo Wii controllers standing next to each other.
320743,Men in blue with hats are riding elephants.
384375,The open drapes show the view from the room.
141228,A refrigerator door is open and it is full of foodstuffs.
310200,The dessert has been split into two halves on the plate.
514016,A bus stopped at a bus stop in front of  a tall building.
426541,Two jet liners sitting on top of an airport runway.
42279,Two zebra standing next to each other near a forest.
164924,"A man's legs are laying on a bed as he watches a game called ""Avengers"" on the screen."
82174,"Two very large birds pose outside on white chairs, side by side"
248193,A long yellow train traveling down train tracks.
176696,A white plate topped with a couple of donuts.
153011,A couple of food trucks parked in a parking lot.
546664,A man surfing the waves on an artificial wave pool.
29648,A red fire hydrant on a concrete block.
543045,Two people standing next to and holding onto the frisbee golf goal in a park.
251195,Two girls at a school table using their calculator.
289781,the boat is tied up on the lake 
326462,Pink donut with white sprinkles on the top of it. 
294307,A man riding skis across a snow covered ground.
515424,A person doing a flip on a snowboard.
32735,a person jumping a pair of skis in the air
88748,A water fountain sitting in the middle of a lot of green plants.
30432,"A bathroom with a tub, toilet and sink."
347179,Black and white photo of people looking at animals grazing.
549932,some people standing in front of a building with some suitcases 
306603,A man holding up a phone while standing in snow.
233124,A woman licking donuts in a box of donuts.
354829,A car is parked on the side of the street in the rain.
78194,A baby boy is laying on a couch.
55017,A couple of sandwiches in a food basket
154148,A man standing in the ocean while holding a surfboard.
35894,A black and brown dog laying on a grass covered ground next to a yellow fire hydrant.
577619,One giraffe in the foreground with two giraffes in the background.
523229,A dirty public bathroom with a handicap sign located above the toilet. 
499177,A man riding a dirt bike on a country road in a forest.
472671,Two skateboards with neon green wheels and no one riding.
579468,A beautiful woman with a blue fro brushing her teeth with a giant toothbrush.
557117,A video game remote sitting on someones lap
373578,a small giraffe that is walking around on dirt
548921,A brown cow standing in a lush green field.
536833,A bicycle and a motorcycle are parked next to each other at a park.
201025,two huge elephant with tusks hidden among the trees
296649,People are walking and riding motorcycles on the street
485731,A small kitchen with a stove and counters.
497855,"Apples, oranges and bananas all mixed in a bowl."
159262,Blue barrels are on the ground near trucks.
25685,People on a boat looking at a plane in the water.
321877,A blond woman hold a red Wii controller. 
3156,A young man bending next to a toilet.
420669,A woman rolling down a sand dune with a red frisbee.
40446,A church with lots of wooden pews and an illuminated crucifix on the wall.
510616,A beautiful young woman in camo short shorts standing next to a man holding Nintendo Wii game controllers.
518163,A family has their luggage on the ground.
28809,A picture of a bunch of bananas sitting on a table. 
524263,a couple of black bears are in the grass
566450,An old style refrigerator that is holding beverages.
542717,there is a man sitting on the ground with many vegetables
338532,A giraffe stands in the middle of a sandy area.
376449,A shirtless surfer jumps up from the waves.
510798,A catcher that is reacting to a pitch he just caught.
187592,A man putting an uncooked turkey in the oven 
54485,A trolley stopping at the curb to pick up two passengers.
271828,A child's steam engine train sitting on train tracks.
518030,there is a bench on cornet looking out at the water
242100,a couple of zebras are in a field
357278,Blindfolded men standing in robes are tasting wine.
243199,An open laptop computer sitting on top of a bed.
523217,Two people are cutting into a cake at a celebration.
215554,A black and white dog laying next to a teddy bear.
347236,A black cat and an orange cat are sitting on the floor.
171546,Blonde haired boy doing a jump while riding a skate board.
165795,five vases covered in flowers in front of a woven screen
71737,A kids birthday cake siting on a table.
309889,A red soft bed with light shinning through
247259,A group of people sitting at a table using laptop computers.
420546,A man helps his friend with his suit.
103710,A living room with pink and red chairs and a colorful couch.
357279,a person jumps a snowboard over the snow
525988,A small teddy bear holding a toy camera.
312406,A couple of blocks of chocolate sitting next to bananas and pudding.
244167,A brown cow in a field of grass near two red barns.
27441,A group of people standing around a red stop sign.
332869,A little boy running towards a green Frisbee.
163777,The fur on this dog is long enough to cover his eyes.
18239,Several horses are seen milling about this grassy area.
127587,A heard of cattle grazing in a field of grass.
337246,many different kites flying in the sky 
19962,A man riding a kiteboard over the ocean under a cloudy sky.
272111,a row of umbrellas opened advertising a beer company
386332,A woman seated in front of a buffet of pizzas.
122787,A living room with wooden floors and a brown couch.
490720,A panda bear eating something in an enclosure
376521,A few people on skis standing on a snowy trail.
53289,Black dog laying down near a black and white cat. 
497117,Two birds are perched upon a snowy bank.
425160,An older man with a green sports coat and blue tie with a flower on it.
513681,A man in a safety vest holds him arms up as he stands in front of an airplane.
555905,A bedroom that looks like a hotel room includes a television and bed.
192403,"A very modern hotel bedroom holds a large, white bed. "
456784,A man decorated a white frosted cake with chocolate icing.
279149,The girl in this picture is not wearing many clothes.
182240,there are three zebras standing together in the wild
275722,a clock attached to a wall of a building
391446,A toy boat sits on the ground. 
132001,A white keyboard and mouse provide contrast to black desktop.
442809,a pastry store with  many cupcakes on display
289059,A man standing on a tennis court holding a racquet.
412894,Dozens of people walking around a metro area
463132,The top of the computer desk is very shiny.
140122,A laptop and a keyboard on a desk.
535080,A black cat laying on top of a piece of luggage.
502220,Two women are flying a bird shaped kite.
490794,A parking sign is displaying spaces available on a city street
173830,A skier in a squat position on skies skiing downhill.
210794,a living room on a wooden floor and television in it 
513098,A group of planes flying in sequence in the sky.
67959,Box of donuts glazed in different types of toppings. 
460705,A man in a wet suit holding a white surfboard in the ocean.
179699,A man sitting at a table next to a greeting card.
369763,A polie officer standing next to a  motorcycle parked on the street.
442149,Two sheep grazing the field in a mountainous area. 
344654,There is an elephant shaped figure next to other decorations.
163361,A colorful airplane flying though a blue sky.
277073,Two people are on a bike together traveling down the road. 
408147,an elephant playing with a piece of wood and a fence 
388674,A large gray elephant standing on top of a field.
201004,THERE IS AN IMAGE OF A BUILDING ON THE GRASS 
393513,A skateboarder in the middle of a trick on a concrete rail.
578570,A man laying in a hospital bed badly injured.
350639,A woman standing in a kitchen preparing food.
463837,A group of men sitting around a table together.
34930,A beautiful young lady walking down a street in the rain.
426629,A giraffe stands in a field as birds perch on its neck.
106281,Two trains passing each other on seperate tacks.
158744,a man is holding some stuff standing by the curb
547519,A brown bear walking across a forest surrounded by trees..
113756,A man riding a skateboard while a woman videotapes it.
337551,Dogs playing at a birthday with one dog wearing a hat 
390083,A sidewalk sitting along side of a building at night.
327590,A red tray topped with three chili cheese and bacon covered hot dogs.
384012,A batter up at the plate in a baseball game 
394246,A man riding a skateboard into the air.
75296,A man show a huge doughnut covered with melted chocolate and sprinkles.
248427,Two people are standing at a street corner and one of them is using an umbrella.
240287,A man with a beard standing on the beach with a surfboard under his right arm and he is looking out into the ocean.
174690,People with suitcases stand on a walkway underneath a clock.
208817,A man riding on top of a surfboard in the ocean.
363286,passengers sitting in the seats aboard an aircraft
292581,three old cell phones on chains on s textured surface
523096,A laptop that is sitting under a lamp on a table.
316514,a bowl full of mixed vegetables and pieces
350386,Two gentleman standing next to each other in an office.
391144,A herd of elephants standing on a pond of water.
199551,A picture of a young boy laying on top of a bed.
185335,An open laptop computer sitting on top of a table.
457566,A plate with an open face sandwiched topped with cheese.
493424,a person is holding an old cellphone outside
380868,a large bus with two levels is parked outside
239837,Two buildings with a plaza between that has a clock tower.
513342,"Two apples, an orange, and a banana form a smiling face"
57357,A zebra eating grass next to a wire fence.
356241,A bird flying outside the window of a building.
347753,"Doorway view to a bathroom with sink, bathtub and toilet."
169111,MIXTURE OF FRUITS KEPT IN A BIG BOWL.
27731,A female tennis player holds her body and racket poised. 
73118,Two brown teddy bears sitting side by side.
313762,A man standing in the waves holding a surfboard.
79396,A boy in a bath tub with a toy in his mouth.
431306,A man taking a picture of his reflection in the bathroom
445417,Jockeys racing horses on a track during a race.
200583,a bench with a bottle of water with a luggage bag near by
423773,A man hitting a tennis ball on a tennis court.
543570,This is the back angle of two emperors and a baseball player hitting the ball with his bat. 
339740,A road sign warns there is a curve in the road.
45387,A baboon is sitting eating a banana on the ground.
542758,A family posing on the beech for a photo.
129595,A man holding up a cardboard sign next to a woman.
268496,An old fashioned street sign in a town on the corner. 
15862,A red fire hydrant sitting in the middle of a sidewalk.
329258,a young man attempting to jump down some steps on a skateboard
178592,An elephant leading a baby through a Savannah plain.  
31980,A pizza sitting on top of a white plate on a table.
505650,Two men are riding horses around an arena.
372384,A tennis player holding a tennis racquet while he serves a tennis ball.
327514,A man standing in a kitchen ironing his clothes while cooking food.
288202,A polar bear laying on a large stack of ice.
534081,a desk with a monitor and a laptop
209186,A giraffe standing next to a tree and some rocks.
382999,A man filling jugs with water from a bathroom sink.
361763,Two baseball players work out on the field.
321008,A breakfast plate with a waffle and fresh fruit.
520324,Someone is driving a cart near a single engine airplane.
456145,A row of pottery vases sitting on a window pane.
111435,A tall building with a massive golden clock on it's face.
188616,a basket of food on a table with fries
163290,A giraffe standing next to a zebra on a field.
515579,A man holding a ball while standing next to a gate.
395210,"A large clock near a house is marked, ""1802""."
456292,A cat climbing into a cat door on a wall.
512576,A table and some chairs in a room.
145093,A stone building with a clock displayed on the outside. 
386525,A parked truck in a parking lot next to a tree.
499281,A kitchen with a bag from Whole Foods on the counter. 
346759,A red and white plane is sitting on the runway. 
461628,A train is moving along the tracks beside a house.
43882,The man has dipped something in the bowl.
546659,A train traveling past tall white buildings on train tracks.
143859,Array of dishes with fruit inside them on the kitchen countertop
282928,a person with their mouth open holding a piece of bread up to it
79034,A fire hydrant sits in the middle of the park
249643,A train traveling down train tracks near a train station.
479659,Two older individuals enjoying a glass of wine.
346596,A bike with a basket sitting on snow covered ground.
72753,The two teddy bears are sitting together on the red tablecloth.
140908,A pair of stuffed animals sitting on a bench in front of lake Michigan.
290179,A great shot of a very nice and large city somewhere.
73280,a brown and white kitchen with a silver refrigerator
452297,A cup of ice cream with chocolate syrup and bananas
221869,A shot of an empty bathroom with a walkin shower.
140640,A group of women wearing hats while standing at a dessert table.
546721,Some small boats are tied up by the city.
198992,A pair of red scissors on a white surface. 
64084,A batch of bread slices sitting on a plate.
82263,A white fishing boat goes under a bridge.
357805,A gray and white cat sitting on a laptop keyboard with a photo of two people on the screen.
322629,A man riding a skateboard up the side of a ramp.
272416,"An old toilet in a bathroom with extended plumbing 
"
69553,there is a close up picture of a train going down the tracks
285894,A giraffe has come to a fence line to greet visitors.
90138,A sandwich cut in half next to a drink.
229653,A pretty lady laying in bed with a laptop.
479808,Two young men wearing glasses holding a white frisbee.
175438,A large cock sitting in the middle of a street.
124614,A group of people standing next to bags of luggage.
219434,Man walking into ocean holding surfboard under arm
496309,A giraffe cranes its head to look over a canopy.
273198,A man opening a fire hydrant spewing out rusty water into a street.
533480,A man walking across a parking lot in the rain with a red umbrella.
93670,A man wearing a brown suit and brown tie.
309402,A bright blue suitcase is sitting on a bed.
349689,about twenty people riding bicycles through a town area
303726,a bathroom that has a sink and a toilet in it
530915,An airplane sitting on top of a field next to a crowd of people.
253518,Two young men in wetsuits standing on a concrete ledge in front of water.
170960,A stone statue of an elderly woman sits upon a wooden bench.
31971,A bed in a bedroom topped with a colorful blanket and two pillows.
509402,A zebra grazes in a very grassy area. 
397427,A cat that is sitting between two computers.
277869,A bus is parked on the street away from some cars.
226020,A boy in a green shirt stands spread eagle with one foot on a skateboard.
49327,The people are walking in around in town
330754,A man and woman in western clothing standing in front of a trailer.
160185,the soccer player has the ball right next to his feet 
178403,"A table with a jar of cookies, cake, and fruit on it."
472376,A group of travelers at the airport station.
154420,A clean bathroom with blue tiles on wall and counter.
480663,A woman smiles while sitting in a leisure area under an sun umbrella.
167017,A woman holding a dog in front of a mirror.
408955,A couple of couches and a coffee table sitting by a window in the living room.
263359,A lot of people that are on some horses.
479557,A little girl that is on the beach in the daytime.
484175,A man holding a elephant with some kids on the top.
67342,Two birds sitting on a branch in the woods.
168434,These two trains are workhorses necessary to care for other trains.
166096,A clock tower is seen in front of a tall building.
433499,The miniature blue train is behind a picket fence. 
450762,Teddy bears dressed up like soldiers in a boat.
519555,A black and white picture of a stop sign.
85913,A blue motorcycle parked on the side of a road.
118852,A couple of kites are flying in the sky
198943,A red fire hydrant sitting on the side of a road.
128516,A person on a surfboard in the water.
230884,A boy in a helmet rides a skateboard
80273,a man snow boarding with snow gear on 
282847,A group of young men playing a game of frisbee.
499249,A sign that is bent on a sidewalk.
309302,A group of horses walking down the street
75405,Two horses that are standing in the grass.
203865,A colorful bus is parked on the street.
266160,A boy in pool on a yellow board.
457684,A large white airplane parked on a runway.
574256,A bird on a branch in a tree 
59774,An umbrella is placed inside an old microwave. 
555939,A small bathroom with a toilet and shower.
333756,a man leaping into the air and holding a tennis racket
299261,a snow skier and lots of trees on a sunny day
249809,A yellow skateboard wheel touching the pavement on a sunny day
571437,"Broccoli, yellow bell pepper, and a strawberry on a plate. "
342711,Woman in sportswear playing tennis on a tennis court.
250440,A truck that is sitting in the street.
557981,A young man holding a stuffed teddy bear and a white umbrella.
274262,A large kitchen with a center island surrounded by stools.
338067,A construction sign sitting in the middle of a road.
134555,An elephant in the zoo behind a large fence
258112,A store with a taxi and bus parked out front
318570,a man that is skiing across some snow field
427655,a horse is pulling a carriage with people down a street
402802,A woman sitting at a table with a little girl.
319487,A person sits on the road near their motorcycle.
303439,"A group of pigeons, swans and ducks clustering around water. "
88560,There are four groups of fruits setting on a stone bench.
23230,A family of swans swimming on top of a lake.
489125,A woman on the beach tries to catch a frisbee. 
579471,A double decker bus is riding down the street.
152751,A computer desk with a green mat sitting on top of it.
126324,A cat sleeping on top of a wooden bench.
575349,A little boy with a red fireman taking a bit out of food wrapped in a napkin.
499302,A sheep dog herding a group of three sheep.
23781,An assortment of fruits and vegetable all set together
438107,White swans in the water and on the grass with one taking a close eye on the camera.
352587,Two horses graze in a grassy pasture lined with pine trees.
500446,A large clock mounted to the face of a buildings entrance.
551952,A white truck filled with motorcycle on it's flatbed.
317320,A bicyclist is riding across the street next to someone on a motorcycle. 
93672,a green plant  is in a glass vase
50746,A person is laying tennis with racket in hand
54335,A lady looks out onto the city from behind a giant clock.
512290,A couple on skies in the snow outdoors.
524373,A giraffe standing next to a palm tree on a field.
153669,a batter after he has hit a pitched ball before he is going to run
344013,This player swings his racket during a match
329957,A couple of girls are standing in a kitchen
80369,A couple of little girls sitting at a table with a cake.
168834,Cute little cat sitting inside of a bidet
181499,A hand is holding a cd by a laptop computer.
17905,A man standing next to a light and a sign.
548339,The boy is trying to hit the baseball during the game. 
191047,Three men all walking in the middle of the road .
451440,A black cat sitting on a chair at a table with plate of food and coffee.
313948,A motorcycle is on display at a convention.
524361,A small bed laying on top of a table.
501122,A man standing over an ironing board wearing a gas mask.
397522,A skateboarder performing a stunt in an urban area.
137315,a man smiling with shots and a plate of food on the table
208585,a group of people and a car passing under a bridge
231527,The oranges are picked to make fresh jams.
113736,A man in water waiters sits in a river as he watches a baby bear run by.
423618,A carrot and a knife are resting on a cutting board.
85329,An image of a very cute girl with face piercings.
424940,A flock of swan swimming on top of a river.
62296,A harbor filled with boats surrounded by buildings.
87244,the fire hydrant has on the side of the road
411765,A tennis player taking a swing at a ball.
394334,A display case filled with various donuts and other sweets.
348791,A couple of women sitting next to each other.
293852,A living room with wooden walls and furniture.
525542,a white bus is on a city street
15497,A cat laying on top of a couch next to a computer mouse.
172556,An instructor teaching people how to surf on the beach
188067,"A couple of very young male soccer players, are competing for control of the ball. "
47234,Stuffed teddy bear strapped into child safety seat.
79969,a tennis player hitting a serve on a court
294305,Two clocks on top of a tower at night time.  
125106,A kitchen counter topped with ripe bananas and chocolate.
209527,Two women standing and playing video game near chair.
173245,A man flying through the air on a snow board.
36962,A cat sitting on top of a TV peering out a window.
186182,Glasses sitting on top of a stainless steel refrigerator. 
341397,We are looking at a large old bath room.
251242,A little girl blowing out the candles of a cake.
136008,"Park with grass, chair and bird on sidewalk."
8180,A large airplane is on the airport runway.
158384,A desk that has two computer monitors on it.
182362,A young man is eating food while using the computer.
367489,A man winding up with a baseball on a mound.
419735,A bob laying down on a comforter of a bed.
454601,a tabby and black cat lounging on a sofa 
475413,A glass jar of fruit on a decorative table mat.
95295,a couple of people are sitting on a boat
318373,A group of people walking down a sidewalk next to a wagon of little children.
69140,A couple of men sitting at a table having dinner together.
261796,A black and white picture of a large house is shown.
69229,Cows with horns are sitting down in the open field
230679,A person giving a giraffe some food with his hand.
183114,black and white photo of two birds flying on a cloudy sky
504389,a couple of people that are playing in a field
208408,A person walking in the rain on the sidewalk. 
245793,A train engine and passenger cars pulling in to a station.
524431,A horse drawn carriage traveling down the middle of a road.
529102,A breakfast has an omelette and a toasted muffin.
378751,A cat sprawled out on a couch with a remote on the arm
510449,A brown bear walking in an open area.
118191,Player making a goal during the soccer game match
342232,A boy dressed in safety gear on a skateboard on a basketball court.
423506,Two men smiling and taking a picture together. 
49946,A teddy bear next to a wood stick and wood wall.
401556,A towel on a drying rack in a bathroom with a wooden stool.
443034,A third of the chocolate cake has been eaten.
129339,A cat is laying on the floor with its paws in a shoe.
218853,a large silver plane is put on display at a museum
111819,An elephant in an enclosure is touching a woman in a pink dress.
369093,The pizza is on wax paper near a paper plate.
224675,A woman standing next to a man kneeling down on the ground.
44467,A brown teddy bear laying on an asphalt ground.
383606,A blue corner sink with a man reflected in the above mirrors.
288983,A large giraffe standing behind a wire fence.
377012,a cat sitting in front of a tv while watching a hocket game on tv
555696,a group of people that is in field kicking a ball
554002,A black dog standing between people in line
371250,A brown sofa and ottoman with pillows and remotes.
573196,A plate with a slice of cake on top.
91715,Red and white commercial truck parked on open lot.
111553,A couple of zebras are walking through undergrowth.
542095,A look at a hotel room with two beds in it. 
1164,Two beautiful young ladies giving an elephant a bath in a river.
136807,There are keyboard keys on a wooden table.
190585,"A plate with meat, broccoli, and noodles is sitting on a table."
485985,A little blonde boy in blue has a blue toothbrush in his mouth.
98095,A man is playing with a Wii controller as his friends watch.
301093,The bed has a nightstand next to it with a lamp on it. 
99218,A young boy holding a kite while running across a field.
455741,A man sanding next to an orange frisbee.
470348,this is a white sink and a white toilet
207306,A teddy bear in jail clothes posed on top of a trash can.
374342,A man is throwing up a tennis ball and going to hit it with a racket.
127659,A commuter train passes people sitting on a bench at a train station.
115721,A dog laying down on top of a couch cushion.
79846,The orange fire hydrant is beside an old shack.
124210,A cooler and fishing gear on a fishing pier.
170178,The men are in the kitchen preparing the meal.
444126,Two surfers stroll the beach while some others walk in the water.
245174,a person standing next to a stop sign on a tree
465878,a surfer catching a gnarly wave in the swell
297972,a man leaning over a lot as another man catches the frisbee 
292590,A man on skis goes down the snow covered hill.
5205,The man is giving the young girl a ride on his motorcycle.
409491,A man and a woman standing in a field flying kites.
521549,There is a tall tower connected to a building.
13832,close up of a chicken sandwich and fries on a plate
34582,Large amounts of desserts set on different platters. 
280732,A red and white cellphone sits on a white computer keyboard.
134223,"A white plate topped with a hot dog, french fries and condiments."
522576,A woman with a painted face holds an umbrella.
200681,A dog jumping up into the air to catch a blue frisbee.
158760,The kitchen area is clean and ready to be used.
406949,A large white bush driving down a city street.
429366,A kitchen counter filled with lots of dishes.
31597,Several vases on display behind a glass case.
521465,A group of sheep in front of a building.
358293,A woman standing on a tennis court hitting a tennis ball.
520326,Two motorcycles parked next to each other on a parking lot.
299001,A grocery store filled with lots of fresh fruit stand vegetables.
414670,A guy on a snowboard doing tricks on a rail.
109206,The landing gear is down as the airliner comes in for a landing. 
336937,A plethora of toilet bowls and urinals all in a row.
253433,a little teddy bear dressed in some BDSM gear and chains 
366421,A guitar on a bed in a room.
301236,two different kinds of zebras in the grasslands
214604,A batter awaits a pitch at a baseball field.
34786,A man dressed as a town fryer walking across the street using a cell phone
521098,A large green gate sitting in front of a red brick building.
209062,A large bird sits at the top of a tree. 
192660,Benches of fruit on display at a market
139306,A footlong sandwich on a piece of paper next to a serrated knife.
334625,An injured man lying in a hospital bed wrapped in bandages.
87503,a picture of a bunch of train cars colored red.
527504,THERE ARE HORSES STANDING ON THE GRASS HILL SIDE
106053,Two slices of pizza have been placed on an plate on a coffee table.
520683,A very large brown brick clock tower with a large cross on top of it.
302760,A bathroom sink with a marble counter top under a large mirror.
511341,A man walking down a road holding a black umbrella.
311964,Young boys and girls taking pictures with their cell phones.
242139,A building shines in the clear sky as cars drive underneath.
367116,A couple of men standing in a living room holding game controllers.
288591,We are looking at a large truck parked in a garage.
424172,A group of people riding surfboards on top of the ocean.
67208,A man riding a motorcycle with a brown long horn bull behind him.
307569,Many jockies are riding horses down a beach.
558171,A man holding a device and a coke bottle in a clearing in a wood.
576200,A herd of cattle grazing on a lush green field.
526222,A woman swinging a racket at a tennis ball.
170346,A pack of mountain goats climbing up the side of a mountain.
27874,A train passing by an empty platform. 
120356,The man stands in front of a television playing a video game.
308670,A skier flying through the air on their skis while holding a ski pole.
485742,a woman is hitting a tennis ball across the tennis court
14504,A large brown stuffed animal laying in the aisle of a retail store.
416267,A person playing tennis on a tennis court.
479950,A group of  people sitting around a table on laptops.
229191,A bowl of chili and a half-eaten sandwich on a plate.
23126,A man is standing on top of two horses and holding the reigns.
492407,Two brown horses grazing in a field next to fence.
138119,Two elephants with seats tied to their backs for people to ride on.
352000,The large mirror has bright lighting behind it.
337826,"Sheared sheep on roadway taken from vehicle, with green hillside in background."
218960,A large brown bear sniffs something on the ground.
48129,Man sitting at a dinner table eating a chocolate piece of cake. 
565776,A kitchen with a center white island topped with a bowl of greens.
376625,An old passenger trolley is on the street.
425388,A long bus drives through a wide city street
12010,A very close up picture of some food.
306426,A woman baking bread on top of a baking sheet.
246931,Two baby elephants are in a fenced enclosure.
238332,A colorful train engine on the railroad tracks.
525087,Cameramen take pictures of a man leading a horse on a track.
366723,a keyboard sits under neath a monitor 
538414,A player in action batting in a baseball game.
297787,A person in a room with knives and scissors hanging on the wall.
117899,A kitchen filled with wooden cabinets and a table.
205782,A double decker bus sitting on the side of the road.
481654,A person wind surfing in a very large body of water.
543112,A bench sitting on a sidewalk near a line of cars.
172946,A group of people standing around holding Nintendo Wii controllers.
153344,Baseball players seen playing the game through the fence. 
140270,A person is riding a horse around on grasses
38465,Traffic on a busy city street at night.
366316,An African elephant walks through a patch of swampy brush.
36661,A bedroom with a picture frames on the wall and lamp next to it. 
399988,A man wearing a green shirt playing tennis.
18553,two brown dogs are laying next to each other
514082,A group of zebras up against one another
265050,A person lays on a bed and watches a computer.
551518,A man standing in a  lush green field flying a kite.
332990,A man in his ski gear is in the deep snow. 
153510,A close shot of a unique looking plate of food. 
190656,A pizza sitting on top of a pan in an oven.
430821,a elephant that is in some tall grass
566264,A dog swimming in the ocean by itself.
212545,a girl wearing a cowboy hat while holding a dog 
430160,A plate holding a sandwich with peanut butter and bananas.
430973,Large whole pizza pie with cheese and olive toppings.
56433,A little girl crying with one hand on a laptop.
28002,a large castle in front of a clear sky
531735,a couple of motorcycles are parked outside of a building
508787,A boy with red shirt and hat holding a baseball bat.
444273,Two zebra standing next to each other on a lush green hillside.
552824,A car parked outside of a gas station with chrome rims.
409542,A group of people walking past a tall clock.
234934,"Eggs, orange and vegetables are sitting on a plate."
351597,A computer station with one mac and a laptop are turned on.
153656,Two toothbrushes and a tube of toothpaste are in a cup.
368291,A blue plate of food on a table.
267349,A plate and a bowl hold several types of fruit.
197175,A couple of elephants walking around a body of water.
364299,An animal walking through a river on water.
195444,An old rusty fire hydrant standing on a cracked sidewalk.
271864,An extravagant bedroom with focus on the chandelier.
515367,Two boys are midair playing frisbee on the grass.
31043,The living room has pictures of trees on the wall
440000,a few large animals in a desert with a sky background
391656,A bathroom features a picture of a woman a toilet and a sink.
138821,Two giraffes stand in sand inside an enclosure. 
306755,The child stands beside a toilet bowl with a light inside it.
202102,A person resting their head on a pillow next to an airplane window.
153092,Two birds are standing in the water together.
504414,A giraffe walking through the jungle next to mountains.
376767,A large building with a clock on it's face and a bird statue on top.
486905,A fire hydrant that is painted white and red
136846,A large truck driving past a shopping center on a rain covered road.
302789,A piece of luggage sitting on a hardwood floor next to a bed with items on it.
148909,A street light sitting next to a building on the side of a road.
370935,a male skateboarder in a black shirt is doing a trick
14743,Three light sheep are grazing on grass in a ring and a dark sheep is eating by himself.
414560,there are many cows that are laying in this barn
83065,a screen shot of a televised new weather report
405675,The fire hydrant on the side of the road is painted a bright yellow and orange.
148549,A young man holding a bunch of green bananas inside of  a store.
24919,A herd of elephants standing on top of a field.
341868,A row of sail boats with trees in background.
30465,A beautiful white horse pulling a green carriage.
47724,A dog stands near toys outside in the yard.
39630,A tennis player in white wearing a white cap holds a red tennis racket.
218060,A woman with glasses using cellphone to take a picture.
452724,Nice large hotel room separated into two parts
124654,"A restroom view of a toilet, sink, and shower curtain."
